ID;Nome Completo;Idade;CPF;Sexo;Estado Civil;E-mail;Telefone;Cidade;Estado;Marca;Modelo;Ano_fabricacao;Cor;Valor_venda;Data_venda;Forma_pagamento
9673;Esther Garcia;50;129.805.374-97;Feminino;Casado;pastorpietro@example.com;(011) 9718-1958;das Neves Grande;DF;Toyota;Etios;2016;Preto;41736.05;2020-03-04;Consórcio
9674;Mariane Azevedo;60;790.231.685-77;Feminino;Solteiro;cardosoleticia@example.com;(084) 2855 9961;Aparecida;RS;Chevrolet;Cruze;2022;Cinza;183256.37;2017-08-28;Consórcio
9675;Emanuella Melo;28;037.961.852-40;Feminino;Solteiro;igorsales@example.com;+55 (031) 6151 7411;Nascimento do Campo;ES;Ford;Focus;2021;Cinza;145917.34;2018-01-23;Consórcio
9676;Gabriel Cirino;57;082.317.459-04;Masculino;Divorciado;fporto@example.org;(041) 6869-7519;Cardoso do Amparo;MS;Fiat;Mobi;2013;Prata;155685.17;2021-07-11;Financiamento
9677;Nathan Lopes;45;314.086.572-44;Masculino;Divorciado;vcasa-grande@example.org;41 6058 5192;Pastor do Sul;AC;Citroen;Aircross;2021;Azul;240585.37;2017-09-14;Consórcio
9678;Maria Isis da Costa;47;863.059.417-93;Feminino;Solteiro;marcelacamara@example.net;0800-843-1637;Aragão do Campo;CE;Citroen;C4;2018;Branco;202014.81;2022-05-17;Consórcio
9679;Hadassa Montenegro;43;210.589.376-77;Feminino;Divorciado;epereira@example.net;+55 31 1655-4904;Monteiro Alegre;ES;Peugeot;2008;2015;Prata;223720.08;2020-12-14;À vista
9680;Isaac Machado;40;369.847.051-93;Masculino;Casado;mariahnovais@example.org;0900-416-2694;Siqueira de da Mata;AM;Toyota;Hilux;2014;Branco;210601.42;2024-06-09;À vista
9681;Maria Luísa Duarte;43;039.265.471-70;Feminino;Viúvo;nleao@example.com;+55 81 0121 7734;Duarte;MS;Peugeot;3008;2013;Verde;198520.74;2023-07-15;Consórcio
9682;Clara Pacheco;36;419.328.576-64;Feminino;Casado;fonsecaheloisa@example.com;+55 (071) 6825-4549;Mendonça do Galho;PA;Ford;Ka Sedan;2016;Branco;153733.12;2022-07-20;À vista
9683;Maria Liz Caldeira;39;593.872.460-00;Feminino;Casado;araujoalana@example.org;+55 (084) 1436-9646;Nogueira de Cavalcanti;AC;Ford;Ecosport;2019;Cinza;161746.8;2024-05-20;À vista
9684;Eduarda Casa Grande;18;903.748.125-60;Feminino;Casado;juliacavalcante@example.net;+55 (084) 2085 0640;Borges das Flores;GO;Toyota;Camry;2015;Vermelho;197372.1;2018-01-18;Consórcio
9685;Sara Moreira;34;481.290.736-50;Feminino;Viúvo;olivercamara@example.net;+55 (081) 8230 3529;Freitas;ES;Fiat;Strada;2023;Vermelho;235898.25;2022-03-21;À vista
9686;Ana Luiza Rios;37;023.648.591-15;Feminino;Casado;araujoguilherme@example.com;+55 (061) 1089 0891;Almeida da Praia;AL;Hyundai;Creta;2022;Prata;38431.75;2017-06-04;Leasing
9687;Cecilia Lima;36;478.693.051-20;Feminino;Viúvo;francisco79@example.net;(031) 8732 1107;Pereira;DF;Honda;CR-V;2020;Vermelho;226372.56;2022-01-22;Leasing
9688;Ravy Jesus;26;431.280.697-78;Masculino;Solteiro;malbuquerque@example.org;0500-875-5614;da Costa de Costa;SP;Peugeot;Partner;2016;Prata;71644.88;2022-03-19;Financiamento
9689;Cecília Vieira;30;845.271.369-09;Feminino;Solteiro;ericklima@example.org;(041) 2576-5588;Barbosa de Dias;MA;Toyota;Etios;2017;Vermelho;55093.27;2018-06-06;Consórcio
9690;Julia Cavalcante;22;574.381.092-32;Feminino;Viúvo;heitor57@example.org;+55 31 1988-2985;Rios de Cunha;RS;Honda;CR-V;2015;Branco;157515.94;2020-06-24;À vista
9691;Davi Lucas Sales;64;275.346.908-38;Masculino;Divorciado;gcasa-grande@example.org;(051) 3333-3685;da Luz;PE;Volskwagen;Gol;2018;Preto;218290.4;2023-10-05;Consórcio
9692;Pedro Lucas Gomes;64;451.793.806-93;Masculino;Divorciado;alvesgiovanna@example.com;+55 51 4267 9113;Barros;PR;Honda;HR-V;2022;Cinza;249834.55;2022-01-07;Consórcio
9693;Sofia Mendes;22;439.106.587-84;Feminino;Viúvo;guerradante@example.org;(084) 6163 3144;Costela de Fernandes;TO;Toyota;Etios;2023;Cinza;77731.58;2025-02-18;Financiamento
9694;Stephany Abreu;70;021.954.867-67;Feminino;Casado;borgesnathan@example.net;+55 81 4784-6580;Costa das Flores;RR;Ford;Ka Sedan;2020;Prata;186277.53;2021-02-20;Financiamento
9695;Zoe Sales;37;890.672.351-21;Feminino;Divorciado;zoeda-paz@example.com;+55 84 2545-5888;Carvalho de Nogueira;PA;Hyundai;HB20S;2015;Verde;70157.78;2020-11-02;Financiamento
9696;Valentim Marques;66;153.764.289-82;Masculino;Solteiro;oliviarezende@example.com;+55 11 9966-2624;Peixoto Paulista;SE;Peugeot;2008;2018;Branco;229057.73;2021-01-21;Financiamento
9697;Valentim Rios;54;670.241.893-04;Masculino;Divorciado;barroslucas-gabriel@example.net;0900 341 9999;Aragão da Serra;SE;Hyundai;Tucson;2021;Vermelho;194058.18;2022-07-13;À vista
9698;Isabella Teixeira;70;315.648.709-01;Feminino;Viúvo;osantos@example.net;51 3764 3859;Ramos;PI;Ford;Ka;2019;Branco;47208.64;2019-08-19;Financiamento
9699;Benjamin Carvalho;69;384.762.501-26;Masculino;Solteiro;riosagatha@example.net;+55 61 8339-7254;da Conceição do Galho;RJ;Peugeot;Partner;2021;Branco;221558.29;2021-01-24;Consórcio
9700;Sara Marques;68;036.417.295-99;Feminino;Casado;tda-paz@example.com;(021) 9522-5411;Novaes Paulista;TO;Peugeot;3008;2016;Cinza;179063.56;2018-08-22;Consórcio
9701;Rafaela Almeida;62;781.290.634-50;Feminino;Solteiro;pastorbenicio@example.net;+55 61 2000-6317;Pinto;ES;Fiat;500e;2023;Vermelho;201210.95;2019-11-30;Consórcio
9702;Gabrielly Borges;43;076.438.512-71;Feminino;Casado;mcavalcanti@example.net;41 7075-6325;da Cunha;RO;Hyundai;HB20S;2018;Prata;224236.23;2021-05-31;À vista
9703;Juliana Albuquerque;45;549.012.836-42;Feminino;Divorciado;elisa76@example.org;+55 (051) 8232-1756;Cunha;GO;Peugeot;Partner;2022;Branco;61219.4;2021-01-01;À vista
9704;Paulo Siqueira;51;289.756.341-91;Masculino;Solteiro;pda-mota@example.com;31 8659 4949;Melo de Araújo;AP;Citroen;C4 Grand Picasso;2021;Branco;197616.69;2017-08-16;Financiamento
9705;Yuri Campos;51;207.631.895-02;Masculino;Casado;marcela24@example.net;41 0376 5606;da Mota da Praia;MT;Toyota;Corolla Cross;2019;Prata;175372.09;2018-05-05;Consórcio
9706;Alice Caldeira;67;653.479.182-09;Feminino;Casado;ryan91@example.com;(011) 9955 6913;Cavalcanti;RN;Toyota;Etios;2015;Preto;177892.8;2021-01-02;À vista
9707;Bruna Machado;34;386.547.902-29;Feminino;Viúvo;joana36@example.net;81 4592-9037;Viana da Serra;PI;Hyundai;HB20;2020;Verde;54342.01;2024-11-10;Leasing
9708;Maria Luiza Albuquerque;21;968.271.450-85;Feminino;Divorciado;saeduarda@example.com;+55 (051) 8131 9782;Novais;BA;Toyota;Hilux;2015;Cinza;99691.42;2023-09-28;Consórcio
9709;Caroline Costa;57;469.107.825-85;Feminino;Solteiro;vieiracecilia@example.org;31 5877-6027;Pinto de Aparecida;RN;Hyundai;Tucson;2020;Vermelho;78611.85;2024-05-02;À vista
9710;Mariane Camargo;43;718.594.632-82;Feminino;Casado;ecorreia@example.com;61 9128 7645;Gonçalves;ES;Honda;Fit;2021;Verde;93621.17;2019-05-22;À vista
9711;Otto Camargo;25;746.523.801-35;Masculino;Casado;juliavieira@example.org;+55 84 8340-3049;Dias;RO;Toyota;Corolla Cross;2016;Branco;158348.65;2025-01-16;À vista
9712;Joaquim da Costa;60;768.149.032-96;Masculino;Casado;pietramoraes@example.org;+55 61 8302 7653;Pinto;PE;Chevrolet;Prisma;2017;Azul;73861.87;2024-12-19;À vista
9713;Liz Porto;24;320.815.746-08;Feminino;Divorciado;freitaskamilly@example.com;+55 61 9745 2377;Castro;AM;Ford;Focus;2015;Prata;201456.08;2021-07-30;Financiamento
9714;Gustavo Moraes;31;751.240.836-62;Masculino;Viúvo;cavalcantijose@example.com;71 9459-6966;Rocha de Silva;ES;Volskwagen;Saveiro;2016;Branco;211304.2;2021-02-04;Leasing
9715;Ana Julia Dias;23;796.035.841-93;Feminino;Viúvo;isampaio@example.net;+55 (041) 2789-2329;Duarte;MT;Volskwagen;Gol;2020;Prata;158623.97;2018-03-23;Financiamento
9716;Isabel Borges;36;824.519.073-04;Feminino;Divorciado;britoallana@example.net;+55 (071) 7779 4653;Cirino;RO;Ford;Ka;2021;Branco;238456.39;2023-11-14;À vista
9717;Leonardo Oliveira;24;603.578.921-86;Masculino;Viúvo;oandrade@example.org;+55 (061) 9166-9116;Correia;AP;Toyota;Hilux;2016;Branco;97226.5;2021-05-05;Consórcio
9718;Sara Santos;25;362.907.584-38;Feminino;Divorciado;lais04@example.net;+55 41 3760-3981;Aragão;DF;Peugeot;Partner;2017;Preto;210674.3;2017-09-14;À vista
9719;José Miguel Nunes;47;851.673.420-07;Masculino;Casado;gviana@example.com;51 8867 1223;Vasconcelos;MT;Toyota;Yaris;2013;Azul;41677.22;2019-12-04;Financiamento
9720;Arthur Gabriel Cardoso;46;246.578.930-92;Masculino;Solteiro;ogarcia@example.net;(041) 9140 6265;Abreu;PE;Fiat;Toro;2018;Cinza;160701.42;2018-05-09;Leasing
9721;João Vitor Rezende;31;783.291.645-19;Masculino;Solteiro;leaonicolas@example.org;0800-157-3732;Pastor de Minas;RR;Volskwagen;Polo;2013;Vermelho;49051.39;2021-04-18;À vista
9722;Maria Luísa Jesus;57;175.096.238-12;Feminino;Solteiro;ana-claraazevedo@example.org;31 5428 2106;Nunes do Sul;PE;Volskwagen;Polo;2014;Azul;169048.21;2020-02-09;Financiamento
9723;Vitor Hugo Fogaça;27;635.194.780-48;Masculino;Solteiro;caldeirajosue@example.com;61 2852-9236;Silveira;PA;Toyota;Yaris;2020;Branco;124345.56;2024-12-10;Financiamento
9724;Sofia Rodrigues;55;593.684.012-33;Feminino;Solteiro;fbarros@example.org;61 5351 0226;Pacheco;SP;Hyundai;HB20S;2014;Branco;49075.06;2018-11-12;Consórcio
9725;João Lucas Garcia;51;521.403.896-89;Masculino;Divorciado;jdias@example.org;+55 (031) 5947-6418;Novais da Mata;ES;Peugeot;3008;2017;Verde;190452.52;2018-04-15;Financiamento
9726;Camila Dias;55;649.785.021-01;Feminino;Casado;milena61@example.com;84 5253 3364;Camargo de Goiás;MA;Peugeot;Partner;2015;Preto;112769.82;2021-06-09;Consórcio
9727;Emanuel Cavalcante;66;651.039.728-59;Masculino;Viúvo;azevedomaria-laura@example.net;+55 (041) 7546 3959;Melo de Azevedo;CE;Toyota;Camry;2015;Branco;101751.18;2020-11-10;Financiamento
9728;Vitor Gabriel Cassiano;50;806.197.534-39;Masculino;Viúvo;rafaelamoraes@example.net;51 6372 7924;Rios;PA;Peugeot;308;2016;Vermelho;121026.17;2024-12-28;À vista
9729;Liam Peixoto;39;053.627.198-40;Masculino;Casado;heloisasampaio@example.com;(011) 4846-2629;Moreira;SC;Ford;Ranger;2015;Vermelho;155273.71;2024-10-04;Financiamento
9730;Mariah Campos;42;806.173.495-84;Feminino;Viúvo;rvargas@example.com;21 4650 4098;Machado;PR;Volskwagen;T-Cross;2016;Cinza;72861.39;2019-06-17;À vista
9731;Cecília Cirino;52;905.473.862-65;Feminino;Divorciado;znunes@example.org;+55 51 6976 5487;Lima;RO;Toyota;Camry;2019;Cinza;105999.55;2017-05-17;Financiamento
9732;Natália Novaes;60;370.921.856-02;Feminino;Casado;mouramanuela@example.com;+55 71 8846 0934;Teixeira;TO;Ford;Ecosport;2016;Branco;146246.84;2024-03-01;À vista
9733;Samuel Aparecida;65;726.580.349-38;Masculino;Casado;maria-sophiamarques@example.com;+55 41 2729 4775;Machado da Serra;PB;Peugeot;3008;2023;Preto;188238.72;2022-04-24;Financiamento
9734;Stephany Souza;19;972.138.460-78;Feminino;Casado;ryan92@example.com;+55 71 6643-6010;Vasconcelos de da Rosa;PB;Chevrolet;Tracker;2013;Vermelho;136774.57;2019-06-18;Financiamento
9735;Théo Farias;36;641.359.072-61;Masculino;Solteiro;marcos-vinicius40@example.org;61 9446 8066;Cardoso das Flores;AM;Honda;CR-V;2013;Preto;69151.0;2022-12-02;Consórcio
9736;Pedro Lucas Cavalcante;29;917.385.246-55;Masculino;Solteiro;correiaenrico@example.net;0500 428 1986;Melo das Pedras;AP;Volskwagen;Amarok;2023;Preto;108728.61;2019-06-23;Financiamento
9737;Ágatha da Mota;23;476.132.809-69;Feminino;Divorciado;wda-luz@example.net;0900 963 9243;Cunha;TO;Peugeot;2008;2020;Cinza;69373.41;2023-03-08;Consórcio
9738;Otávio Costela;55;437.216.895-00;Masculino;Solteiro;joao-lucas08@example.com;+55 (031) 3155 5722;Cirino das Pedras;RN;Honda;Fit;2023;Preto;202795.26;2025-01-04;Financiamento
9739;Ana Lopes;62;287.694.150-30;Feminino;Casado;vianavinicius@example.org;+55 (084) 3628-9902;Pacheco;RO;Volskwagen;Voyage;2016;Cinza;164690.72;2019-05-12;Consórcio
9740;Kamilly Novaes;54;204.875.936-00;Feminino;Casado;antoniomoraes@example.net;+55 (041) 9709-9273;Peixoto;SE;Ford;Ka Sedan;2022;Vermelho;248791.87;2018-11-30;Financiamento
9741;Elisa Montenegro;24;831.957.264-91;Feminino;Viúvo;ysiqueira@example.net;+55 (081) 4077 1280;Cardoso Verde;SE;Volskwagen;Saveiro;2013;Preto;220111.9;2022-06-24;Financiamento
9742;Aylla Silva;28;345.267.190-99;Feminino;Divorciado;goncalvesagatha@example.net;+55 11 9859 8633;Sá;DF;Volskwagen;T-Cross;2015;Branco;145299.99;2020-08-07;À vista
9743;Hellena Carvalho;63;584.120.367-35;Feminino;Viúvo;domrios@example.com;0300 733 1021;da Mata do Sul;AL;Volskwagen;Virtus;2013;Cinza;33186.0;2017-12-16;Financiamento
9744;Vitor Hugo Barros;21;820.159.463-06;Masculino;Divorciado;cgarcia@example.org;(051) 1542-8930;Siqueira;MT;Fiat;Fiorino;2018;Preto;86537.16;2018-07-18;Consórcio
9745;Isabella Jesus;23;462.310.589-05;Feminino;Casado;bryan02@example.net;(061) 9669-7457;da Mata;SC;Chevrolet;Tracker;2013;Cinza;81905.74;2022-03-12;Leasing
9746;Alice Novaes;21;302.549.687-83;Feminino;Solteiro;xpastor@example.org;+55 61 0431-2801;Ferreira do Norte;TO;Fiat;Fastback;2022;Vermelho;47118.86;2018-02-11;Consórcio
9747;Aylla Mendes;52;980.273.614-78;Feminino;Casado;limahadassa@example.com;(011) 0472-5402;Monteiro;CE;Ford;Focus;2017;Preto;188664.04;2018-01-10;À vista
9748;Ana Lívia Camargo;29;693.741.582-64;Feminino;Viúvo;maysa33@example.org;+55 (071) 0080-3549;Vargas de Montenegro;RO;Toyota;Yaris;2022;Vermelho;222067.51;2022-03-09;Consórcio
9749;Luiz Gustavo Cavalcante;58;970.246.815-94;Masculino;Casado;lais98@example.com;81 8633 6640;Machado;SC;Peugeot;Partner;2022;Preto;167927.64;2019-04-10;À vista
9750;Jade Castro;70;037.251.469-34;Feminino;Divorciado;alanapires@example.com;+55 81 7094-5241;Siqueira do Oeste;PE;Hyundai;Creta;2016;Cinza;229119.86;2021-04-04;Financiamento
9751;Luara Moraes;22;108.324.659-33;Feminino;Solteiro;diego02@example.org;84 1605 6243;Cavalcanti do Amparo;MG;Chevrolet;Prisma;2022;Cinza;48601.4;2018-08-19;À vista
9752;José Pedro Freitas;31;135.604.879-00;Masculino;Casado;maria-claracampos@example.net;+55 (084) 5861 5662;Teixeira do Campo;DF;Toyota;Yaris;2013;Prata;170593.1;2024-11-30;Consórcio
9753;Nathan Campos;64;107.536.429-99;Masculino;Viúvo;ymonteiro@example.net;0500-244-0433;Ferreira de Machado;PA;Ford;Ranger;2020;Prata;160052.51;2024-12-31;À vista
9754;Davi Lucas Farias;37;820.174.953-79;Masculino;Divorciado;benicio91@example.com;0500 990 3961;Montenegro do Oeste;SP;Honda;Civic;2015;Cinza;73236.45;2024-09-03;Financiamento
9755;Erick Fernandes;37;568.730.219-03;Masculino;Viúvo;yagomartins@example.org;81 2993-6580;Guerra;RN;Hyundai;Creta;2022;Branco;243374.78;2023-09-06;Consórcio
9756;Pedro Rodrigues;47;195.408.372-60;Masculino;Divorciado;fcirino@example.org;71 4752-4610;Sampaio Paulista;BA;Citroen;C3;2019;Vermelho;82174.02;2020-12-09;Financiamento
9757;Anthony Gabriel Costela;38;483.921.075-60;Masculino;Viúvo;paraujo@example.com;+55 11 5915-1428;Silveira;AC;Ford;Ka Sedan;2023;Cinza;65877.0;2017-07-07;À vista
9758;Rafaela Souza;23;906.281.473-50;Feminino;Solteiro;isisda-cruz@example.com;+55 (081) 8753 3890;Alves;DF;Citroen;Basalt;2021;Cinza;237860.01;2018-11-20;À vista
9759;Miguel Caldeira;66;523.860.714-80;Masculino;Casado;gabrielamachado@example.org;+55 41 5821 8406;Barros;MT;Fiat;Toro;2022;Prata;80653.78;2024-02-14;Consórcio
9760;Luigi Macedo;46;835.041.296-89;Masculino;Casado;ayllamendonca@example.com;21 1890 2045;da Cunha;ES;Toyota;Etios;2013;Branco;191273.02;2021-10-16;Financiamento
9761;Matteo Cavalcanti;70;071.368.452-62;Masculino;Viúvo;domnovais@example.net;(041) 4278 8247;Abreu da Praia;PB;Citroen;C3;2022;Vermelho;217596.66;2019-11-14;Consórcio
9762;Milena Casa Grande;27;436.017.259-16;Feminino;Divorciado;rodriguesester@example.org;51 2582 5061;Rezende;AP;Toyota;Hilux;2023;Prata;111651.52;2019-02-25;Financiamento
9763;Augusto Aragão;40;758.123.094-50;Masculino;Divorciado;ramosmathias@example.com;41 7292 1363;Moura;RS;Peugeot;208;2017;Vermelho;175630.42;2017-12-21;À vista
9764;Eduarda Cardoso;23;689.532.704-56;Feminino;Viúvo;martinsmaria-cecilia@example.com;0800-264-4972;Cavalcanti do Galho;GO;Toyota;Etios;2021;Prata;145542.68;2022-12-18;À vista
9765;Ágatha Azevedo;43;624.930.187-96;Feminino;Solteiro;casa-grandemaria-clara@example.org;+55 41 7697 8091;Aragão;SE;Hyundai;Tucson;2022;Cinza;132338.52;2021-12-16;Consórcio
9766;Samuel Viana;27;925.467.183-55;Masculino;Casado;heitor76@example.org;(084) 4712 0874;Castro da Serra;RN;Toyota;Etios;2015;Preto;48860.34;2019-08-03;Consórcio
9767;Bernardo Pastor;70;489.076.253-10;Masculino;Divorciado;rpinto@example.com;+55 (061) 1992-1062;Sales do Norte;AM;Toyota;Corolla Cross;2022;Vermelho;245513.54;2020-05-23;Financiamento
9768;Thiago Marques;59;048.635.219-60;Masculino;Divorciado;enricocamargo@example.net;(061) 6600-4330;da Cunha de Cavalcanti;MT;Toyota;Hilux;2019;Cinza;119902.4;2018-07-20;Consórcio
9769;Eloá Correia;47;913.046.527-34;Feminino;Divorciado;casa-grandeisabella@example.net;+55 41 7279-1023;Viana da Praia;SE;Volskwagen;Nivus;2020;Branco;159283.06;2020-03-17;Financiamento
9770;Lorenzo Barros;68;128.479.036-31;Masculino;Divorciado;borgesgael@example.net;+55 (041) 2721-6500;Pastor;PR;Citroen;Basalt;2022;Azul;199456.31;2019-03-03;À vista
9771;Arthur Miguel Sá;55;634.890.217-03;Masculino;Divorciado;fonsecamaria-helena@example.com;0900-297-3281;da Paz;RS;Volskwagen;Polo;2020;Azul;244036.29;2021-05-11;Financiamento
9772;Vicente Cirino;42;036.715.892-21;Masculino;Viúvo;cmoura@example.com;(031) 2159 2581;Souza;PA;Peugeot;Partner;2014;Cinza;129239.63;2019-01-28;Consórcio
9773;Isabella Martins;25;713.690.258-40;Feminino;Casado;danielamelo@example.org;+55 71 1992 8048;Barbosa;GO;Honda;Fit;2015;Cinza;156225.12;2018-04-28;Consórcio
9774;Ana Julia Fernandes;60;187.340.695-93;Feminino;Casado;borgesmarcelo@example.net;+55 (051) 8927-9517;Ramos;RN;Peugeot;3008;2019;Prata;210228.7;2025-03-19;À vista
9775;Bianca Moraes;58;873.916.204-40;Feminino;Casado;cecilia60@example.net;+55 81 9476 3242;Santos;AM;Honda;HR-V;2014;Cinza;127256.46;2018-08-03;À vista
9776;Maria Lopes;53;523.678.910-95;Feminino;Casado;fdias@example.org;0900 454 4024;Moreira;AL;Ford;Ka Sedan;2015;Verde;214930.33;2021-12-19;À vista
9777;Emilly Nunes;37;329.471.056-99;Feminino;Solteiro;rafaela07@example.com;+55 21 2875 7278;da Rosa da Praia;PA;Ford;Ranger;2016;Prata;248689.7;2019-07-14;À vista
9778;Gabriela Pimenta;58;965.481.023-98;Feminino;Solteiro;nandrade@example.net;31 7550-0547;Rocha de Cassiano;MA;Ford;Ka Sedan;2017;Vermelho;235612.87;2018-10-14;Financiamento
9779;Pietra Nascimento;64;962.718.450-02;Feminino;Solteiro;garcialuiz-fernando@example.com;+55 84 2811-8321;Peixoto de Fogaça;MT;Toyota;Corolla Cross;2015;Cinza;224888.36;2020-12-17;Financiamento
9780;Heitor Pereira;58;419.872.603-50;Masculino;Viúvo;theolima@example.com;+55 71 1872 8811;Melo dos Dourados;RJ;Toyota;Hilux;2016;Azul;239193.97;2018-11-20;Consórcio
9781;Enzo Gabriel Costa;41;278.459.160-30;Masculino;Viúvo;cauateixeira@example.com;+55 41 2325-2498;Fonseca;SP;Peugeot;2008;2013;Branco;52596.1;2024-05-13;À vista
9782;Pedro Henrique Caldeira;30;740.581.296-11;Masculino;Viúvo;britoian@example.com;(041) 6518-4220;Jesus das Flores;PB;Volskwagen;T-Cross;2016;Branco;138177.56;2020-03-22;Financiamento
9783;Pietra Sousa;52;238.107.649-22;Feminino;Divorciado;vribeiro@example.net;41 9656 8048;Fonseca;MA;Toyota;Etios;2014;Prata;38852.5;2018-08-09;Financiamento
9784;Agatha Freitas;62;875.196.230-68;Feminino;Divorciado;gvasconcelos@example.com;+55 41 4619-2294;Moraes;MG;Peugeot;308;2016;Vermelho;224565.68;2023-11-17;À vista
9785;Heloisa Sousa;48;507.239.641-06;Feminino;Casado;paulocamara@example.org;0900 944 6812;Alves;DF;Peugeot;2008;2017;Cinza;131670.1;2017-05-24;À vista
9786;Maria Fernanda Garcia;53;897.023.451-97;Feminino;Solteiro;yalbuquerque@example.com;(011) 5688-7813;Gonçalves;PR;Volskwagen;Virtus;2023;Verde;58358.87;2021-12-19;Financiamento
9787;Gustavo Cunha;43;317.850.269-68;Masculino;Divorciado;cramos@example.org;+55 11 1364-7560;da Conceição;MT;Volskwagen;T-Cross;2019;Azul;147721.33;2023-05-26;Consórcio
9788;Gustavo Henrique Silveira;59;370.682.495-74;Masculino;Casado;anna-lizalbuquerque@example.org;+55 (031) 5722 3107;Pastor;PE;Honda;Fit;2020;Branco;214818.49;2019-04-15;Consórcio
9789;Pietro Rios;60;876.032.541-08;Masculino;Viúvo;sabrinanovaes@example.net;+55 61 3073 2413;Gomes;RN;Volskwagen;Gol;2013;Cinza;83011.72;2020-05-25;À vista
9790;Larissa Gomes;70;903.186.754-39;Feminino;Casado;siqueiradaniel@example.net;41 2572 1411;Aragão;PB;Honda;Civic;2021;Branco;79613.61;2020-08-09;À vista
9791;Maria Flor Cavalcanti;55;978.032.614-69;Feminino;Divorciado;marina98@example.net;+55 51 6967 3887;da Paz do Campo;GO;Citroen;C4 Grand Picasso;2016;Verde;191572.27;2019-04-12;Financiamento
9792;Luiza Siqueira;69;361.085.297-68;Feminino;Solteiro;fnovaes@example.com;0500-116-9366;Vargas de Siqueira;PB;Toyota;Yaris;2020;Preto;104133.96;2022-05-31;À vista
9793;Maria Luiza Vieira;28;325.694.870-74;Feminino;Viúvo;bento63@example.net;81 2702 3131;Macedo;SE;Peugeot;308;2019;Verde;232779.58;2020-02-17;Financiamento
9794;Olívia da Conceição;57;286.195.347-00;Feminino;Casado;gustavolima@example.org;(081) 6154-2385;Lima;MT;Fiat;Fiorino;2022;Prata;188497.29;2017-11-05;À vista
9795;Bento Leão;52;584.012.973-97;Masculino;Divorciado;liam21@example.com;31 0478 9057;Camargo de Pereira;SE;Peugeot;Partner;2014;Cinza;241291.77;2021-03-27;À vista
9796;Otto Rezende;27;842.751.360-71;Masculino;Viúvo;xrezende@example.net;41 8153 6387;Sales do Norte;SE;Toyota;Yaris;2022;Cinza;133193.75;2022-05-09;Consórcio
9797;Isabelly Duarte;49;348.950.617-01;Feminino;Divorciado;benjamimrezende@example.com;+55 51 3797 1445;Peixoto do Amparo;AL;Toyota;Corolla;2020;Branco;228483.05;2021-03-21;Financiamento
